163.165, 198.657, 5.344, 15.236 False
163.347, 198.657, 5.484, 15.269 False
163.534, 198.657, 5.624, 15.302 False
163.725, 198.657, 5.765, 15.335 False
163.921, 198.657, 5.904, 15.368 False
164.121, 198.657, 6.035, 15.401 False
164.326, 198.657, 6.155, 15.434 False
164.534, 198.657, 6.269, 15.467 False
164.745, 198.657, 6.375, 15.500 False
164.960, 198.657, 6.469, 15.533 False
165.177, 198.658, 6.548, 15.566 False
165.397, 198.658, 6.598, 15.599 False
165.617, 198.658, 6.619, 15.632 False
165.837, 198.658, 6.623, 15.665 False
166.056, 198.658, 6.611, 15.698 False
166.274, 198.658, 6.566, 15.731 False
166.490, 198.658, 6.493, 15.764 False
166.703, 198.658, 6.402, 15.797 False
166.913, 198.658, 6.300, 15.830 False
167.119, 198.658, 6.195, 15.863 False
167.322, 198.658, 6.092, 15.896 False
167.521, 198.658, 5.996, 15.929 False
167.718, 198.658, 5.909, 15.962 False
167.912, 198.658, 5.833, 15.995 False
168.105, 198.658, 5.769, 16.028 False
168.295, 198.658, 5.717, 16.061 False
168.485, 198.658, 5.679, 16.094 False
168.674, 198.658, 5.651, 16.127 False
168.861, 198.658, 5.626, 16.160 False
169.049, 198.658, 5.606, 16.193 False
169.236, 198.658, 5.592, 16.226 False
169.422, 198.658, 5.582, 16.259 False
169.608, 198.658, 5.578, 16.292 False
169.794, 198.658, 5.580, 16.325 False
169.981, 198.658, 5.587, 16.358 False
170.168, 198.658, 5.599, 16.391 False
170.355, 198.659, 5.614, 16.424 False
170.543, 198.659, 5.633, 16.457 False
170.732, 198.659, 5.655, 16.490 False
170.921, 198.659, 5.678, 16.523 False
171.112, 198.659, 5.702, 16.556 False
171.303, 198.659, 5.727, 16.589 False
171.494, 198.659, 5.751, 16.622 False
171.687, 198.659, 5.773, 16.655 False
171.880, 198.659, 5.794, 16.688 False
172.074, 198.659, 5.813, 16.721 False
172.268, 198.659, 5.829, 16.754 False
172.463, 198.659, 5.843, 16.787 False
172.658, 198.659, 5.854, 16.820 False
172.853, 198.659, 5.862, 16.853 False
173.049, 198.659, 5.868, 16.886 False
173.245, 198.659, 5.871, 16.919 False
173.440, 198.659, 5.872, 16.952 False
173.636, 198.659, 5.870, 16.985 False
173.832, 198.659, 5.868, 17.018 False
174.027, 198.659, 5.863, 17.051 False
174.222, 198.659, 5.857, 17.084 False
174.417, 198.659, 5.851, 17.117 False
174.612, 198.659, 5.843, 17.150 False
174.807, 198.659, 5.835, 17.183 False
175.001, 198.659, 5.827, 17.216 False
175.195, 198.660, 5.819, 17.249 False
175.389, 198.660, 5.812, 17.282 False
175.582, 198.660, 5.804, 17.315 False
175.775, 198.660, 5.797, 17.348 False
175.969, 198.660, 5.791, 17.381 False
176.161, 198.660, 5.786, 17.414 False
176.354, 198.660, 5.781, 17.447 False
176.547, 198.660, 5.777, 17.480 False
176.739, 198.660, 5.774, 17.513 False
176.932, 198.660, 5.771, 17.546 False
177.124, 198.660, 5.770, 17.579 False
177.317, 198.660, 5.769, 17.612 False
177.509, 198.660, 5.769, 17.645 False
177.701, 198.660, 5.770, 17.678 False
177.894, 198.660, 5.771, 17.711 False
178.086, 198.660, 5.773, 17.744 False
178.279, 198.660, 5.775, 17.777 False
178.472, 198.660, 5.778, 17.810 False
178.664, 198.660, 5.780, 17.843 False
178.857, 198.660, 5.783, 17.876 False
179.050, 198.660, 5.786, 17.909 False
179.243, 198.660, 5.789, 17.942 False
179.436, 198.660, 5.791, 17.975 False
179.629, 198.660, 5.794, 18.008 False
179.823, 198.660, 5.796, 18.041 False
180.016, 198.660, 5.799, 18.074 False
180.209, 198.661, 5.801, 18.107 False
180.403, 198.661, 5.802, 18.140 False
180.596, 198.661, 5.804, 18.173 False
180.790, 198.661, 5.805, 18.206 False
180.983, 198.661, 5.805, 18.239 False
181.177, 198.661, 5.806, 18.272 False
181.371, 198.661, 5.806, 18.305 False
181.564, 198.661, 5.806, 18.338 False
181.758, 198.661, 5.806, 18.371 False
181.951, 198.661, 5.806, 18.404 False
182.145, 198.661, 5.805, 18.437 False
182.338, 198.661, 5.805, 18.470 False
182.532, 198.661, 5.804, 18.503 False
182.725, 198.661, 5.803, 18.536 False
182.919, 198.661, 5.802, 18.569 False
183.112, 198.661, 5.802, 18.602 False
183.306, 198.661, 5.801, 18.635 False
183.499, 198.661, 5.800, 18.668 False
183.692, 198.661, 5.799, 18.701 False
183.886, 198.661, 5.799, 18.734 False
184.079, 198.661, 5.798, 18.767 False
184.272, 198.661, 5.798, 18.800 False
184.466, 198.661, 5.798, 18.833 False
184.659, 198.661, 5.797, 18.866 False
184.852, 198.661, 5.797, 18.899 False
185.046, 198.661, 5.797, 18.932 False
185.239, 198.662, 5.797, 18.965 False
185.432, 198.662, 5.797, 18.998 False
185.625, 198.662, 5.797, 19.031 False
185.819, 198.662, 5.798, 19.064 False
186.012, 198.662, 5.798, 19.097 False
186.205, 198.662, 5.798, 19.130 False
186.399, 198.662, 5.799, 19.163 False
186.592, 198.662, 5.799, 19.196 False
186.785, 198.662, 5.799, 19.229 False
186.979, 198.662, 5.800, 19.262 False
187.172, 198.662, 5.800, 19.295 False
187.366, 198.662, 5.800, 19.328 False
187.559, 198.662, 5.801, 19.361 False
187.752, 198.662, 5.801, 19.394 False
187.946, 198.662, 5.802, 19.427 False
188.139, 198.662, 5.802, 19.460 False
188.333, 198.662, 5.802, 19.493 False
188.526, 198.662, 5.802, 19.526 False
188.720, 198.662, 5.803, 19.559 False
188.913, 198.662, 5.803, 19.592 False
189.107, 198.662, 5.803, 19.625 False
189.300, 198.662, 5.803, 19.658 False
189.494, 198.662, 5.803, 19.691 False
189.687, 198.662, 5.803, 19.724 False
189.881, 198.662, 5.803, 19.757 False
190.074, 198.662, 5.803, 19.790 False
190.268, 198.662, 5.803, 19.823 False
190.461, 198.662, 5.803, 19.856 False
190.655, 198.662, 5.803, 19.889 False
190.848, 198.662, 5.803, 19.922 False
191.042, 198.662, 5.803, 19.955 False
191.235, 198.662, 5.803, 19.988 False
191.429, 198.662, 5.803, 20.021 False
191.622, 198.662, 5.803, 20.054 False
191.816, 198.662, 5.803, 20.087 False
192.009, 198.662, 5.803, 20.120 False
192.203, 198.662, 5.803, 20.153 False
192.396, 198.662, 5.804, 20.186 False
192.590, 198.662, 5.804, 20.219 False
192.783, 198.662, 5.804, 20.252 False
192.977, 198.662, 5.804, 20.285 False
193.170, 198.662, 5.804, 20.318 False
193.364, 198.662, 5.804, 20.351 False
193.557, 198.662, 5.804, 20.384 False
193.751, 198.662, 5.804, 20.417 False
193.944, 198.662, 5.804, 20.450 False
194.138, 198.662, 5.804, 20.483 False
194.331, 198.662, 5.804, 20.516 False
194.525, 198.662, 5.805, 20.549 False
194.718, 198.662, 5.805, 20.582 False
194.912, 198.662, 5.805, 20.615 False
195.105, 198.662, 5.805, 20.648 False
195.299, 198.662, 5.805, 20.681 False
195.492, 198.662, 5.805, 20.714 False
195.686, 198.662, 5.805, 20.747 False
195.880, 198.662, 5.805, 20.780 False
196.073, 198.662, 5.806, 20.813 False
196.267, 198.662, 5.806, 20.846 False
196.460, 198.662, 5.806, 20.879 False
196.654, 198.662, 5.806, 20.912 False
196.847, 198.662, 5.806, 20.945 False
197.041, 198.662, 5.806, 20.978 False
197.235, 198.662, 5.806, 21.011 False
197.428, 198.662, 5.806, 21.044 False
197.622, 198.662, 5.806, 21.077 False
197.815, 198.662, 5.807, 21.110 False
198.009, 198.662, 5.807, 21.143 False
198.203, 198.662, 5.808, 21.176 False
198.396, 198.662, 5.811, 21.209 False
198.590, 198.662, 5.815, 21.242 False
198.784, 198.662, 5.819, 21.275 False
198.978, 198.662, 5.823, 21.308 False
199.173, 198.662, 5.828, 21.341 False
199.367, 198.662, 5.833, 21.374 False
199.562, 198.662, 5.838, 21.407 False
199.757, 198.662, 5.841, 21.440 False
199.952, 198.662, 5.846, 21.473 False
200.147, 198.662, 5.851, 21.506 False
200.342, 198.662, 5.854, 21.539 False
200.537, 198.662, 5.856, 21.572 False
200.732, 198.662, 5.859, 21.605 False
200.928, 198.662, 5.862, 21.638 False
201.123, 198.662, 5.863, 21.671 False
201.319, 198.662, 5.863, 21.704 False
201.514, 198.662, 5.864, 21.737 False
201.710, 198.662, 5.864, 21.770 False
201.905, 198.662, 5.864, 21.803 False
202.101, 198.662, 5.862, 21.836 False
202.296, 198.662, 5.861, 21.869 False
202.491, 198.662, 5.860, 21.902 False
202.687, 198.662, 5.859, 21.935 False
