221.80478000000002, 132.93978, 5.0
231.51978, 132.93978, 5.0
239.73478, 132.93978, 5.0
247.94978, 132.93978, 5.0
256.16478000000006, 132.93978, 5.0
264.37978, 132.93978, 5.0
272.59477999999996, 132.93978, 5.0
280.80978, 132.93978, 5.0
289.02477999999996, 132.93978, 5.0
297.23978, 132.93978, 5.0
305.45477999999997, 132.93978, 5.0
313.66978, 132.93978, 5.0
321.88478, 132.93978, 5.0
330.09978, 132.93978, 2.5
328.5997800000284, 132.93978000005978, 2.5
329.8439809083956, 132.29614153784632, 2.5
331.041249857273, 131.56891843970078, 2.5
332.18598032937086, 130.76151611330278, 2.5
333.2728118322204, 129.87771542602297, 2.5
334.29665500004666, 128.92165500004677, 2.5
335.25271542602275, 127.89781183222037, 2.5
336.13651611330243, 126.81098032937079, 2.5
336.9439184397003, 125.6662498572728, 2.5
337.67114153784576, 124.46898090839535, 2.5
338.31478, 124.72478000000001, 2.5
338.31478, 113.50978, 2.5
338.31478, 105.29478, 2.5
338.31478, 97.07978, 2.5
338.31478, 88.86478, 5.0
338.31478, 80.64977999999999, 5.0
338.31478, 72.43477999999999, 5.0
338.31478, 64.21978000000001, 2.5
338.3147799999781, 65.71978000001042, 2.5
337.67114153776794, 64.47557909164823, 2.5
336.943918439626, 63.2783101427757, 2.5
336.1365161132319, 62.1335796706824, 2.5
335.25271542595624, 61.04674816783726, 2.5
334.29665499998447, 60.02290500001503, 2.5
333.2728118321628, 59.066844574042705, 2.5
332.18598032931817, 58.183043886766455, 2.5
331.0412498572253, 57.375641560371726, 2.5
329.84398090835316, 56.64841846222909, 2.5
328.59977999999137, 56.00478000001822, 2.5
330.09978, 56.004780000000004, 2.5
318.88478, 56.004780000000004, 2.5
310.66978, 56.004780000000004, 2.5
302.45477999999997, 56.004780000000004, 2.5
294.23978, 56.004780000000004, 5.0
286.02477999999996, 56.004780000000004, 5.0
277.80978, 56.004780000000004, 5.0
269.59477999999996, 56.004780000000004, 5.0
261.37978, 56.004780000000004, 5.0
253.16478000000004, 56.004780000000004, 5.0
244.94978, 56.004780000000004, 5.0
236.73478, 56.004780000000004, 5.0
228.51978, 56.004780000000004, 5.0
220.30478000000002, 56.004780000000004, 5.0
212.08978000000002, 56.004780000000004, 5.0
203.87478000000002, 56.004780000000004, 5.0
195.65978, 56.004780000000004, 5.0
187.44478, 56.004780000000004, 5.0
179.22978, 56.004780000000004, 5.0
171.01478, 56.004780000000004, 5.0
162.79978, 56.004780000000004, 5.0
146.36978000000002, 56.004780000000004, 5.0
138.15478000000002, 56.004780000000004, 5.0
129.93978, 56.004780000000004, 5.0
121.72478000000001, 56.004780000000004, 5.0
113.50978, 56.004780000000004, 5.0
105.29478, 56.004780000000004, 5.0
97.07978, 56.004780000000004, 2.5
98.57978000000001, 56.004779999999926, 2.5
97.56346152295137, 55.840030582348135, 2.5
96.57971732438257, 55.53623300304694, 2.5
95.64747482567753, 55.099232384036796, 2.5
94.7846705459341, 54.5374366985216, 2.5
94.0079049999999, 53.86165500000013, 2.5
93.33212330147842, 53.0848894540659, 2.5
92.77032761596324, 52.222085174322466, 2.5
92.3333269969531, 51.28984267561743, 2.5
92.02952941765193, 50.306098477048614, 2.5
91.86478, 47.78978, 2.5
91.86478, 39.574780000000004, 2.5
91.86478, 31.35978, 2.5
